category,anonymousId,name,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,input_value,input_num,input_name,button_name,location,traits,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,search_text,event_type
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:32.140000+00:00,ajs-next-1776211052140-ac37ba41-1f89-4ff0-8af7-ac61f4861085,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,search,,,,,,,,,,,,,,,,button_click
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:54:10.409000+00:00,ajs-next-1776210850409-ef9ddb8d-5b83-4e55-93a8-f60f54db0bdd,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1776210729408x448410210135887360,,,,Corpore,9,sub_category,,,,,,,,,,,,,,,,,input_changed
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:53:00.123000+00:00,ajs-next-1776210780123-44ddf889-b473-4c4f-ae09-ef9ddb8d5b83,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,"{'business_id': '1776210729408x448410210135887360', 'email': 'bob@hubertuslaw.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:54:35.955000+00:00,ajs-next-1776210875955-1e55d3a8-f60f-44db-8bdd-4df7425fc1ab,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1776210729408x448410210135887360,,,,,,,save,,,,,,,,,,,,,,,,button_click
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:54:47.273000+00:00,ajs-next-1776210887273-d3a8f60f-54db-4bdd-8df7-425fc1abbe02,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1776210729408x448410210135887360,,,,,,,faith,,,,,,,,,,,,,,,,button_click
search,d79f57b7-9c05-4029-9677-7389ce1742a9,search,2026-04-14 23:57:34.156000+00:00,ajs-next-1776211054156-bcce35e3-681d-49bc-8afc-517368d7c789,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,,search,search,,,,,,,,,,,,,,,,,,,,,page
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:52:57.976000+00:00,ajs-next-1776210777976-9c051029-d677-4389-8e17-42a9a75a475c,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,"{'business_id': '1776210729408x448410210135887360', 'email': 'bob@hubertuslaw.com'}",,,,,,,,,,,,,,identify
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:55:17.495000+00:00,ajs-next-1776210917495-20172dee-244f-4325-8c89-8becc8023839,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,"{'business_id': '1776210729408x448410210135887360', 'email': 'bob@hubertuslaw.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:54:35.952000+00:00,ajs-next-1776210875952-5b831e55-d3a8-460f-94db-0bdd4df7425f,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1776210729408x448410210135887360,,,,Corporate and commercial law,9,sub_category,,,,,,,,,,,,,,,,,input_changed
profile,d79f57b7-9c05-4029-9677-7389ce1742a9,business_profile,2026-04-14 23:54:50.347000+00:00,ajs-next-1776210890347-65a59c0e-4ee3-4afa-8ede-8d6b09d4d0cd,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/business_profile/hubertus-law,https://coloradocatholicbusinessdirectory.com/,,Hubertus Law | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/hubertus-law,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,/business_profile/hubertus-law,https://coloradocatholicbusinessdirectory.com/,,Hubertus Law | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/hubertus-law,1776210729408x448410210135887360,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:54:48.531000+00:00,ajs-next-1776210888531-f60f54db-0bdd-4df7-825f-c1abbe020ee8,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1776210729408x448410210135887360,,,,,,,,,,,Legal Services,,,bob@hubertuslaw.com,Hubertus Law,Other,St. Mary - Littleton,913.706.9741,Corporate and commercial law,,bob@hubertuslaw.com,,db_update
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:35.075000+00:00,ajs-next-1776211055075-39bc0afc-5173-48d7-8789-951a9bf25535,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1744748222708x779656090283929300,,,false,,,,,,,,,,,,,,,,,,,,impression
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:32.445000+00:00,ajs-next-1776211052446-ba411f89-2ff0-4af7-ac61-f4861085b22f,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voda,search
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:34.155000+00:00,ajs-next-1776211054155-62a7bcce-35e3-481d-b9bc-0afc517368d7,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,"{'business_id': '1776210729408x448410210135887360', 'email': 'bob@hubertuslaw.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:34.461000+00:00,ajs-next-1776211054461-35e3681d-39bc-4afc-9173-68d7c789951a,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,true,,,,,sidebar,,,,,,,,,,,,,,,impression
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:34.770000+00:00,ajs-next-1776211054770-681d39bc-0afc-4173-a8d7-c789951a9bf2,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Voda&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Voda&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1752717497153x537286585580736960,,,true,,,,,main_list,,,,,,,,,,,,,,,impression
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-14 23:57:12.532000+00:00,ajs-next-1776211032532-1b46ac37-ba41-4f89-aff0-8af7ac61f486,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,"1752717497153x537286585580736960, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1770943484557x164806709481949200",,,true,,,,,,,,,,,,,,,,,,,,impression
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-15 00:38:32.332000+00:00,ajs-next-1776213512332-613a780f-50d6-48ce-8db8-751963585b05,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,?confirmation_email=1776210774353x883211655656684000,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1776210774353x883211655656684000,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,,,,,,,,,,"{'business_id': '1776210729408x448410210135887360', 'email': 'bob@hubertuslaw.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
,d79f57b7-9c05-4029-9677-7389ce1742a9,,2026-04-15 00:38:43.467000+00:00,ajs-next-1776213523467-d8ce0db8-7519-4358-9b05-fbdddcdc9eb9,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,,,,1771436045389x658317953644361100,,,true,,,,more_info,,,,,,,,,,,,,,,,button_click
index,d79f57b7-9c05-4029-9677-7389ce1742a9,index,2026-04-15 00:38:32.343000+00:00,ajs-next-1776213512343-780f50d6-d8ce-4db8-b519-63585b05fbdd,1776210729408x448410210135887360,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,?confirmation_email=1776210774353x883211655656684000,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1776210774353x883211655656684000,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,/,android-app://com.google.android.gm/,?confirmation_email=1776210774353x883211655656684000,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1776210774353x883211655656684000,,index,index,,,,,,,,,,,,,,,,,,,,,page
